ext_id,title,link,msd_ontology_with_link,msd_ontology_with_title,cp_ontology_with_link,cp_ontology_with_title
P60155940,Linen Blend Paisley Print Tunic Dress,http://www.marksandspencer.com/linen-blend-paisley-print-tunic-dress/p/p60155940,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60157034,Round Neck Short Sleeve T-Shirt,http://www.marksandspencer.com/round-neck-short-sleeve-t-shirt/p/p60157034,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60124187,Shirred Midi Dress,http://www.marksandspencer.com/shirred-midi-dress/p/p60124187,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60140492,Bow Ballerina Pumps,http://www.marksandspencer.com/bow-ballerina-pumps/p/p60140492,NA>shoes>ballerina,NA>shoes>ballerina,NA>shoes>ballerina,NA>shoes>ballerina
P60133811,2 Piece Bodysuit & Trousers Outfit,http://www.marksandspencer.com/2-piece-bodysuit-and-trousers-outfit/p/p60133811,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60159928,Round Neck Short Sleeve T-Shirt,http://www.marksandspencer.com/round-neck-short-sleeve-t-shirt/p/p60159928,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60153989,Secret Slimming&trade; Printed Swimsuit,http://www.marksandspencer.com/secret-slimming-printed-tankini-swimsuit/p/p60153989,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others
P60132531,Kids’ Mermaid Dress Up,http://www.marksandspencer.com/kids-mermaid-dress-up/p/p60132531,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60142567,Kitten Heel Jewel Pointed Toe Court Shoes,http://www.marksandspencer.com/kitten-heel-jewel-pointed-toe-court-shoes/p/p60142567,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60137975,Faux Leather Round Buckle Waist Belt,http://www.marksandspencer.com/faux-leather-round-buckle-waist-belt/p/p60137975,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts
P60145292,Open Front Cardigan,http://www.marksandspencer.com/open-front-cardigan/p/p60145292,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60118281,Pure Cotton Hooded Cardigan,http://www.marksandspencer.com/pure-cotton-hooded-cardigan/p/p60118281,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60111675,Wide Fit Leather Block Heel Ankle Boots,http://www.marksandspencer.com/wide-fit-leather-block-heel-ankle-boots/p/p60111675,NA>shoes>boots>others,NA>shoes>boots>others,NA>shoes>boots>others,NA>shoes>boots>others
P60156380,Ruched Sleeve Tunic Dress,http://www.marksandspencer.com/ruched-sleeve-tunic-dress/p/p60156380,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60157126,Active Cropped Leggings,http://www.marksandspencer.com/active-cropped-leggings/p/p60157126,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60162052,Floral Embellished Short Sleeve Top,http://www.marksandspencer.com/sparkly-round-neck-long-sleeve-jumper/p/p60162052,NA>jumper>dresses,NA>topwear>others,NA>jumper>dresses,NA>topwear>others
P60143595,Floral Pure Cotton Prom Dress (3-16 Years),http://www.marksandspencer.com/floral-pure-cotton-prom-dress-3-16-years-/p/p60143595,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60149621,Pure Cotton Floral Print Half Sleeve T-Shirt,http://www.marksandspencer.com/pure-cotton-floral-print-half-sleeve-t-shirt/p/p60149621,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60132804,Ditsy Print Pyjamas with Stretch (1-7 years),http://www.marksandspencer.com/ditsy-print-pyjamas-with-stretch-1-7-years-/p/p60132804,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60139671,Leather Cone Heel Mule Shoes,http://www.marksandspencer.com/leather-kitten-heel-mule-shoes/p/p60139671,NA>shoes>heels>mules,NA>shoes>heels>mules,NA>shoes>heels>mules,NA>shoes>heels>mules
P60132871,Pure Cotton Short Pyjamas (3-16 Years),http://www.marksandspencer.com/tatty-teddy-pure-cotton-short-pyjamas-3-16-years-/p/p60132871,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60149614,Pure Cotton Printed Half Sleeve T-Shirt,http://www.marksandspencer.com/pure-cotton-printed-boat-neck-t-shirt/p/p60149614,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60130970,Gingham Pure Cotton Jumpsuit (3-16 Years),http://www.marksandspencer.com/gingham-pure-cotton-jumpsuit-3-16-years-/p/p60130970,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits
P60138833,Stiletto Heel Strap Court Shoes,http://www.marksandspencer.com/stiletto-heel-strap-court-shoes/p/p60138833,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60136097,Striped Hipster Bikini Bottoms,http://www.marksandspencer.com/striped-hipster-bikini-bottoms/p/p60136097,NA>swimwear>bikini,NA>swimwear>bikini,NA>swimwear>bikini,NA>swimwear>bikini
P60126770,Cropped Padded Coat (3-16 Years),http://www.marksandspencer.com/cropped-padded-coat-3-16-years-/p/p60126770,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60144462,Pure Cotton Pointelle Cardigan,http://www.marksandspencer.com/pure-cotton-pointelle-cardigan/p/p60144462,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60122481,Maternity 40 Denier Body Sensor&trade; Tights,http://www.marksandspencer.com/40-denier-body-sensor-opaque-maternity-tights/p/p60122481,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60133687,Petal Hem Dress (1 - 10 Years),http://www.marksandspencer.com/petal-hem-dress-1-10-years-/p/p60133687,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60137549,Cotton Jeggings with Stretch (3 Months - 7 Years),http://www.marksandspencer.com/cotton-jeggings-with-stretch-3-months-7-years-/p/p60137549,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60125989,7 Pack Freshfeet&trade; Spotty Sole Socks,http://www.marksandspencer.com/7-pairs-of-cotton-rich-socks/p/p60125989,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60132183,3 Pack Pure Cotton Pyjamas (1-7 Years),http://www.marksandspencer.com/3-pack-pure-cotton-pyjamas-1-7-years-/p/p60132183,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60115059,Indigo Tailored Fit Trousers,http://www.marksandspencer.com/indigo-tailored-fit-trousers/p/p60115059,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60125067,Pure Cotton Briefs (18 Months - 8 Years),http://www.marksandspencer.com/pure-cotton-briefs-18-months-8-years-/p/p60125067,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P60165288,Minnie Mouse&trade; Pure Cotton Nightdress,http://www.marksandspencer.com/minnie-mouse-pure-cotton-nightdress/p/p60165288,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others
P60159679,Checked Longline Open Front Cardigan,http://www.marksandspencer.com/checked-longline-open-front-cardigan/p/p60159679,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60133118,Pure Cotton Dress (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-dress-3-months-7-years-/p/p60133118,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60136272,Miniature Handbag Earrings,http://www.marksandspencer.com/miniature-handbag-earrings/p/p60136272,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60135523,Charmy Chain Collar Necklace,http://www.marksandspencer.com/charmy-chain-collar-necklace/p/p60135523,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60160398,Striped Ankle Grazer Slim Leg Trousers,http://www.marksandspencer.com/pin-stripe-slim-leg-trousers/p/p60160398,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60149208,Seamfree Assorted Shorts (6-16 Years),http://www.marksandspencer.com/seamfree-assorted-shorts-6-16-years-/p/p60149208,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60153069,Floral Print Twisted Neck Long Sleeve Top,http://www.marksandspencer.com/floral-print-twisted-neck-long-sleeve-top/p/p60153069,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60159872,Floral Print Short Sleeve Nightdress,http://www.marksandspencer.com/cotton-rich-floral-print-nightdress/p/p60159872,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others
P60144857,PLUS Secret Slimming&trade; Bandeau Swimsuit,http://www.marksandspencer.com/plus-secret-slimming-bandeau-swimsuit/p/p60144857,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others
P60147848,PLUS Secret Slimming&trade; Bandeau Swimsuit,http://www.marksandspencer.com/plus-secret-slimming-bandeau-swimsuit/p/p60147848,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others
P60128243,5 Pairs of Striped Socks (1-14 Years),http://www.marksandspencer.com/5-pairs-of-striped-socks-1-14-years-/p/p60128243,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60138203,5 Pack Cotton Rich Bikini Knickers,http://www.marksandspencer.com/5-pack-cotton-rich-bikini-knickers/p/p60138203,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60137134,Silver Plated Glitter Disc Bracelet,http://www.marksandspencer.com/silver-plated-glitter-disc-bracelet/p/p60137134,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles
P60139947,Pure Linen Striped Cut About Full Maxi Skirt,http://www.marksandspencer.com/pure-linen-striped-cut-about-full-maxi-skirt/p/p60139947,NA>bottomwear>skirts>maxi,NA>bottomwear>skirts>maxi,NA>bottomwear>skirts>maxi,NA>bottomwear>skirts>maxi
P60133122,Pure Cotton Dress (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-dress-3-months-7-years-/p/p60133122,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60127996,Pure Cotton T-Shirt with Cool Comfort&trade;,http://www.marksandspencer.com/pure-cotton-crew-neck-t-shirt/p/p60127996,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60143065,Cotton Chinos with Stretch (3-16 Years),http://www.marksandspencer.com/cotton-chinos-with-stretch-3-16-years-/p/p60143065,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others
P60147323,Cotton Rich Llama Sweatshirt (3-16 Years),http://www.marksandspencer.com/cotton-rich-llama-sweatshirt-3-16-years-/p/p60147323,NA>topwear>sweatshirts,NA>topwear>sweatshirts,NA>topwear>sweatshirts,NA>topwear>sweatshirts
P60158579,Granite Effect Drop Earrings,http://www.marksandspencer.com/granite-effect-drop-earrings/p/p60158579,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60148980,Cotton Rich Hooded Top (3 Months - 7 Years),http://www.marksandspencer.com/cotton-rich-hooded-top-3-months-7-years-/p/p60148980,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60126444,Swimsuit with Sun Safe UPF50+ (3-16 Years),http://www.marksandspencer.com/printed-swimsuit-with-lycra-xtra-life-3-16-years-/p/p60126444,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others
P60162117,10 Pack Cool & Freshfeet&trade; Cotton Rich Socks,http://www.marksandspencer.com/10-pack-cool-and-freshfeet-cotton-rich-socks/p/p60162117,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60159631,Spotted Pencil Skirt,http://www.marksandspencer.com/spotted-pencil-skirt/p/p60159631,NA>bottomwear>skirts>pencil,NA>bottomwear>skirts>pencil,NA>bottomwear>skirts>pencil,NA>bottomwear>skirts>pencil
P60149872,Pure Linen Shirt,http://www.marksandspencer.com/easy-care-pure-linen-shirt/p/p60149872,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60139273,Pure Cotton Striped Round Neck Vest Top,http://www.marksandspencer.com/pure-cotton-striped-round-neck-vest-top/p/p60139273,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60158742,Cotton Rich Leggings with Stretch (3-16 Years),http://www.marksandspencer.com/cotton-rich-leggings-with-stretch-3-16-years-/p/p60158742,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60147908,Printed Scarf Necklace,http://www.marksandspencer.com/printed-scarf-necklace/p/p60147908,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60160903,Cotton Rich Jeans (3-16 Years),http://www.marksandspencer.com/cotton-rich-jeans-3-16-years-/p/p60160903,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others
P60147366,Puffball Hem Dress (3 Months - 7 Years),http://www.marksandspencer.com/puffball-hem-dress-3-months-7-years-/p/p60147366,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60157471,Pure Cotton Drawcord Swing Dress,http://www.marksandspencer.com/pure-cotton-drawcord-swing-dress/p/p60157471,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
